CustomerID,TotalSpent,FavoriteCategory,LastPurchaseDate,Occupation,WebsiteVisits,Churn
879,589.9636529,Books,2023/10/25 17:47,Artist,8,0
880,449.4979014,Books,2023/10/15 22:31,Student,13,0
881,1224.174865,Sports,2022/11/18 8:58,Other,6,1
882,437.5441669,Clothing,2023/7/21 4:13,Doctor,11,0
883,506.8758272,Books,2022/9/28 18:14,Student,11,1
884,853.5716115,Sports,2022/11/20 0:26,Doctor,10,1
885,696.9589477,Sports,2022/3/24 3:39,Artist,5,1
886,609.0896282,Books,2023/12/30 15:58,Doctor,6,0
887,604.3081343,Clothing,2023/7/12 22:25,Artist,10,0
888,537.955537,Home Goods,2022/9/24 6:14,Student,7,1
889,1013.163338,Clothing,2022/12/28 2:19,Engineer,10,1
890,366.4100757,Books,2022/1/1 15:59,Doctor,9,1
891,808.1474203,Books,2023/9/22 14:07,Unemployed,8,0
892,554.1024493,Books,2023/2/24 23:36,Engineer,14,1
893,145.2472453,Clothing,2023/10/10 17:47,Doctor,13,0
894,630.0180343,Home Goods,2023/11/25 11:44,Other,5,0
895,530.1949802,Home Goods,2022/11/29 17:07,Artist,7,1
896,1224.174865,Sports,2023/1/10 16:20,Artist,10,1
897,1273.792234,Sports,2023/7/7 16:59,Artist,7,0
898,589.9636529,Electronics,2023/6/8 0:46,Artist,4,0
899,646.7532627,Electronics,2023/8/15 19:08,Other,8,0
900,630.6063503,Electronics,2023/12/19 4:57,Other,6,0
901,708.3243662,Electronics,2023/12/5 14:00,Artist,11,0
902,508.6782581,Home Goods,2023/4/13 12:28,Student,19,1
903,459.060889,Books,2023/7/23 1:41,Doctor,7,0
904,342.5026066,Home Goods,2023/11/22 22:00,Engineer,5,0
905,732.2318353,Home Goods,2023/3/15 7:57,Doctor,8,1
906,554.6907653,Sports,2023/11/6 20:24,Doctor,8,0
907,547.5185246,Home Goods,2023/10/29 19:25,Other,11,0
908,634.7995281,Electronics,2023/10/1 8:05,Student,7,0
909,689.786707,Sports,2023/7/4 9:02,Student,7,0
910,720.2781008,Electronics,2023/12/15 1:32,Other,8,0
911,454.2793952,Sports,2022/8/22 17:56,Artist,6,1
912,235.5073118,Sports,2022/7/15 0:22,Artist,11,1
913,708.3243662,Clothing,2023/7/23 19:13,Doctor,5,0
914,335.9186819,Sports,2023/12/26 19:36,Student,8,0
915,1017.944832,Clothing,2023/1/12 6:20,Engineer,10,1
916,706.5219353,Books,2022/10/9 5:14,Doctor,10,1
917,635.3878441,Electronics,2023/6/5 19:43,Student,11,0
918,622.8457936,Home Goods,2022/12/16 5:48,Doctor,11,1
919,451.8886483,Books,2023/7/11 7:21,Student,6,0
920,328.1581251,Home Goods,2023/6/13 12:07,Doctor,5,0
921,884.0630053,Electronics,2023/8/7 7:57,Engineer,8,0
922,642.5600849,Home Goods,2023/8/22 0:21,Student,14,0
923,620.4550467,Sports,2023/9/13 8:31,Unemployed,9,0
924,249.8517932,Books,2022/12/13 11:19,Artist,13,1
925,435.1534199,Clothing,2023/9/5 6:20,Student,9,0
926,715.4966069,Home Goods,2023/10/17 4:23,Doctor,21,0
927,646.7532627,Books,2023/9/30 21:57,Artist,16,0
928,546.9302086,Clothing,2023/12/6 7:35,Doctor,7,0
929,606.1105652,Electronics,2023/10/2 22:39,Student,7,0
930,530.1949802,Electronics,2022/4/17 4:04,Doctor,13,1
931,459.060889,Books,2023/7/5 10:30,Student,16,0
932,716.084923,Clothing,2023/6/13 17:54,Student,9,0
933,1110.595645,Books,2023/7/28 22:01,Artist,14,0
934,430.3719261,Books,2023/3/18 14:05,Student,16,1
935,252.2425401,Clothing,2023/6/19 1:04,Engineer,9,0
936,233.1165649,Sports,2023/5/28 11:08,Unemployed,11,1
937,991.0583001,Home Goods,2022/1/28 2:01,Other,12,1
938,601.9173874,Home Goods,2023/12/18 13:53,Engineer,5,0
939,438.1324829,Home Goods,2023/8/9 4:40,Student,6,0
940,608.5013121,Books,2022/8/24 2:09,Unemployed,7,1
941,604.3081343,Home Goods,2023/6/22 19:18,Doctor,13,0
942,361.6285818,Books,2023/9/21 9:57,Doctor,9,0
943,639.5810219,Books,2023/10/16 18:14,Engineer,11,0
944,742.3831389,Clothing,2023/3/11 6:33,Other,5,1
945,1005.402782,Electronics,2023/8/20 21:23,Artist,8,0
946,608.5013121,Clothing,2023/9/30 20:50,Other,13,0
947,435.1534199,Sports,2023/6/18 5:15,Unemployed,12,0
948,490.1405988,Home Goods,2022/4/2 21:06,Other,10,1
949,789.6097611,Clothing,2023/3/3 20:28,Unemployed,13,1
950,395.0990385,Clothing,2023/12/6 0:47,Artist,13,0
951,1074.734442,Clothing,2023/11/29 12:35,Doctor,12,0
952,368.8008226,Sports,2022/12/31 14:58,Other,9,1
953,397.4897855,Sports,2023/9/25 2:25,Student,16,0
954,601.3290714,Home Goods,2023/12/8 10:51,Other,8,0
955,603.7198183,Electronics,2023/12/27 12:39,Doctor,7,0
956,812.9289141,Home Goods,2023/6/5 5:26,Student,11,0
957,527.8042333,Electronics,2023/6/11 20:27,Doctor,10,0
958,546.9302086,Electronics,2023/6/22 14:56,Unemployed,9,0
959,836.8363832,Sports,2023/1/6 1:44,Unemployed,15,1
960,713.10586,Sports,2023/9/28 3:41,Student,12,0
961,723.2571637,Clothing,2023/9/7 20:29,Doctor,14,0
962,454.2793952,Home Goods,2023/12/9 15:20,Student,9,0
963,739.404076,Electronics,2023/12/22 4:56,Student,9,0
964,701.1521255,Electronics,2023/8/9 6:58,Other,8,0
965,713.10586,Electronics,2023/7/15 9:58,Doctor,9,0
966,803.9542425,Clothing,2022/11/25 17:45,Student,4,1
967,276.1500092,Sports,2023/10/30 2:42,Student,8,0
968,805.7566734,Sports,2022/1/8 16:23,Doctor,3,1
969,608.5013121,Clothing,2023/7/8 11:27,Engineer,7,0
970,1271.989803,Home Goods,2023/6/29 19:10,Engineer,9,0
971,528.3925493,Home Goods,2022/12/11 19:46,Artist,12,1
972,732.2318353,Clothing,2023/6/4 15:49,Engineer,10,0
973,620.4550467,Sports,2022/6/2 22:27,Other,5,1
974,734.6225822,Home Goods,2022/12/24 1:39,Doctor,12,1
975,344.8933535,Electronics,2023/6/17 8:50,Student,7,0
976,646.7532627,Electronics,2023/10/26 13:33,Other,13,0
977,546.9302086,Sports,2023/9/27 5:17,Doctor,12,0
978,566.0561838,Clothing,2023/11/28 1:07,Unemployed,8,0
979,677.8329724,Clothing,2023/4/9 14:20,Doctor,10,1
980,805.7566734,Home Goods,2023/12/18 5:16,Engineer,9,0
981,732.2318353,Sports,2023/9/29 17:49,Artist,12,0
982,651.5347565,Sports,2023/8/1 4:20,Student,11,0
983,988.6675532,Home Goods,2023/12/16 22:37,Other,14,0
984,546.9302086,Sports,2023/11/21 14:17,Student,12,0
985,437.5441669,Sports,2022/12/16 21:01,Other,6,1
986,796.7820018,Home Goods,2023/11/19 1:22,Engineer,11,0
987,912.7519682,Sports,2023/7/27 5:58,Other,6,0
988,435.1534199,Home Goods,2023/6/22 8:21,Artist,14,0
989,898.4074868,Books,2023/6/22 2:42,Unemployed,9,0
990,454.2793952,Clothing,2023/9/15 9:53,Artist,13,0
991,651.5347565,Clothing,2022/4/4 12:50,Artist,13,1
992,924.7057027,Sports,2023/12/7 18:55,Engineer,10,0
993,639.5810219,Electronics,2023/1/4 17:26,Artist,15,1
994,970.129894,Electronics,2023/6/14 12:58,Student,16,0
995,824.8826487,Clothing,2023/12/30 2:43,Artist,6,0
996,525.4134864,Electronics,2023/12/19 8:11,Engineer,12,0
997,432.762673,Home Goods,2023/7/1 18:18,Artist,17,0
998,682.6144663,Home Goods,2022/9/29 3:27,Artist,8,1
999,953.3946656,Books,2023/8/3 23:45,Student,12,0
1000,877.4790806,Electronics,2022/6/15 22:27,Student,10,1
